reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sortOrder,appId
0a86a4a4-0927-4510-a033-9fb4a87c9704,Fahrina P,https://play-lh.googleusercontent.com/a/ACg8ocLAoD2r8cVOr3Q0AWcHzYUGmCmyQ_88GO8viW-GJt7hB8aPjw=mo,"Beberapa bulan setiap kali pesan gocar selalu mengecewakan, terutama lokasi jakarta Titik gak sesuai dan hal itu berulang kali, padahal maps yg ditunjuk di apps penumpang sudah benar tp beda dg maps di driver. Otomatis driver ikut sama maps nya, hanya beberapa yg gk bebal ikutin petunjuk penumpang. Tolong dong ditindaklanjuti, bisa2 ditinggal pelanggan kalo kayak gini. Trimakasih",2,11,4.93.1,2024-09-17 08:13:13,"Hai, Kak Fahrina. Pastikan kamu sudah memberikan izin akses lokasi untuk aplikasi Gojek dan update ke versi terbaru, ya. Jika titik jemput masih bermasalah, laporkan melalui halaman Bantuan di aplikasi > ketik ""Rute dari/menuju lokasi titik jemput/antar saya bermasalah"" > pilih artikel dan isi formulirnya. Kami siap membantu. ^Miko",2024-09-17 11:26:43,4.93.1,most_relevant,com.gojek.app
b69a58c4-9315-4a72-a524-e856290d0f5b,Trissan Kusumah,https://play-lh.googleusercontent.com/a-/ALV-UjU-Y-pzetfPO2RaTochR06QCMlqWmh-VNGtmbxQ9zmkZXmxxt5j,"kecewa sih, aplikasi nya mulai error padahal jaringan bagus hp bagus tpi ketika memilih layanan gosend malah gak jalan/30 menit lebih nunggu ngirim chat gabisa, telpon gabisa sudah 2 driver yg seperti itu. terlihat di map tetap stuck/tidak jalan2.",1,33,4.93.1,2024-09-09 05:57:09,"Hai Kak Trissan, mohon maaf atas kendalanya. Pastikan kamu sudah menggunakan aplikasi Gojek versi terbaru, ya. Jika masih berkendala, silakan laporkan melalui halaman Bantuan > ketik ""Kendala tampilan dan notifikasi"" di kolom pencarian > pilih artikel dan lengkapi formulirnya. Kami siap membantu. ^Maya",2024-09-09 07:08:48,4.93.1,most_relevant,com.gojek.app
ec7b84ec-8cb5-4d87-91e3-6437c6f3ddc7,Steven Wijaya,https://play-lh.googleusercontent.com/a/ACg8ocJSTPNwG8p4ot1UWNXdw8Qy-jvo7bIDbtCI35gzuQ_ySPeTnA=mo,"Makin hari makin update tidak jelas, saya tidak bisa lihat jarak resto dan harus memilih tempat untuk melihat jarak serta saldo tabungan gopay saya sangat lambat untuk saya terima, tolong diperbaiki dan jangan kebanyakan update yang tidak jelas mau nya apa, dan terakhir gak ush banyak tingkah kalo mau update cukup bagian promonya saja, kalau terus begini daya beralih ke sebelah saja, terimakasih!!!",1,8,4.93.1,2024-09-15 19:05:55,"Hai Kak Steven, mohon maaf atas kendalanya. Pastikan kamu sudah menggunakan aplikasi Gojek versi terbaru, ya. Jika masih berkendala, silakan laporkan melalui halaman Bantuan > ketik ""Kendala tampilan dan notifikasi"" di kolom pencarian > pilih artikel dan lengkapi formulirnya. Kami siap membantu. ^Miko",2024-09-16 08:31:29,4.93.1,most_relevant,com.gojek.app
bf967276-a081-49e8-9ed1-141822c58de2,Raihan Saputra,https://play-lh.googleusercontent.com/a-/ALV-UjVqrtJ7rU6ZvTT74ikLq6snCbTo82y_9s2aPjWafEflKxFT4EY,"Aplikasi menyusahkan user, pertama, mau ganti nomor yang sudah terdaftar susah. Kedua, mau ubah pin saat login tapi ga ada menu ""lupa pin"" Terus bagaimana bisa masuk???? Ketiga, masih kurang di bagian go transitnya, suka lama munculin barcodeny serta scan barcodenya 👎",1,58,4.93.1,2024-09-03 08:01:17,"Hai Kak Raihan, mohon maaf atas ketidaknyamanannya. Jika kamu lupa PIN saat login, kamu bisa pilih 'Coba cara lain' > pilih metode verifikasi OTP via Whatsapp/ OTP via SMS. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Miko",2024-09-03 09:55:19,4.93.1,most_relevant,com.gojek.app
a8a6f6ff-3997-449e-96a7-13c42f05220d,Robert Lambey,https://play-lh.googleusercontent.com/a/ACg8ocJtQ4wtXPJXSR-wUW6df5UWtY2taZYgGLGRvmMxSVBsEivTiSU=mo,Aplikasi jelek dalam hal transparasi transaksi...history transaksi yg baru dilakukan tidak bisa langsung dilihat ..saya sebagai pengguna bingung melihat transaksi yg baru dilakukan berhasil atau tidak karena pas klik di aktifitas munculnya hanya informasi penggunaan utk belanja makanan ataupun kendaraan; tidak ada informasi lain seperti saya membayar langganan viu bayar pakai gopay tidak muncul gagal atau berhasil,1,42,4.92.1,2024-08-19 01:09:41,"Hai Kak Robert, mohon maaf atas ketidaknyamanannya. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Tria",2024-08-19 02:13:06,4.92.1,most_relevant,com.gojek.app
2f87a386-6da5-4eee-85e4-a21bda387c31,m zen haris,https://play-lh.googleusercontent.com/a-/ALV-UjU75WF8SMKYavV6SQ1OhniIUAi3qMDhisEwqPF1i10lPMRzD1ir,"Aplikasi ini semakin berat di hp ram (1) kecil, kasihan konsumen yang masih memiliki hp android biasa seperti coolpad. Sementara mereka masih setia ingin memakai jasa gojek karena lebih nyaman. Tapi hp mereka tak mampu untuk loading disebabkan versi ini semakin berat/mb - nya semakin tinggi termasuk apk mitra driver setiap ada perubahan versi selalu terkendala (hank, lag, error) ribet Tks",1,290,4.93.1,2024-08-24 06:47:20,"Hai Zen, terima kasih atas ulasanmu. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Viska",2021-08-03 04:34:17,4.93.1,most_relevant,com.gojek.app
f5b0a596-be49-404a-8135-d35c1d5169c2,Rafik Muharis,https://play-lh.googleusercontent.com/a-/ALV-UjX46OHu6WgWvbZhjRNg8yAOx3QYw9JozjwP0ikhs_D91cPtMwc,"udah bagus,cuma titik alamat yang sudah ditentukan selalu berubah dengan sendirinya alias ga akurat jadi driver selalu kesasar atau kelewatan dari titik yang sudah disetel diaplikasinya karna titiknya itu berubah atau berpindah. yang kedua saya mohon sediakan fitur penghapusan atau pembatalan pesan yg sudah dikirim untuk mengantisipasi kalo semisal ada hal hal pribadi atau privasi yang engga sengaja terkirim kepada driver,jadi tolong ditingkatkan lg supaya lebih aman dan nyaman dgn aplikasi ini",3,55,4.92.1,2024-08-18 07:14:40,"Hai, Kak Rafik. Pastikan kamu sudah memberikan izin akses lokasi untuk aplikasi Gojek dan update ke versi terbaru, ya. Jika titik jemput masih bermasalah, laporkan melalui halaman Bantuan di aplikasi > ketik ""Rute dari/menuju lokasi titik jemput/antar saya bermasalah"" > pilih artikel dan isi formulirnya. Kami siap membantu. ^Oca",2024-08-18 07:58:16,4.92.1,most_relevant,com.gojek.app
625fad57-9efd-4418-bd53-43ce31582942,Gongxifacai Wanshiruyi Jixinggaozhao Shentijiankang,https://play-lh.googleusercontent.com/a/ACg8ocLB-NPW-64y1EL56n5Q_STxXZejEF0Lx0pc5pxBekoxzYn-PA=mo,"Besaran tip sebaiknya tidak ditetapkan oleh gofood & gocar, tetapi juga disediakan kolom agar customer bisa mengisi sendiri nilainya berdasarkan saldo gopay dan keikhlasan customer. Seperti digrabfood & grabcar untuk tip customer bisa masukkan nilai tertentu. Untuk gocar, aplikasi tidak akurat lokasi penjemputan-nya, padahal sudah pakai alamat rumah tetapi aplikasi gojek masih saja pakai lokasi sehingga selalu bergeser (tidak akurat).",3,17,4.93.1,2024-09-11 03:08:22,"Hai Kak @Gongxifacai Wanshiruyi Jixinggaozhao Shentijiankang, mohon maaf atas ketidaknyamanannya. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Mira",2024-09-11 04:05:33,4.93.1,most_relevant,com.gojek.app
6cda7432-d6a2-46e7-a18f-40620380850a,Shirayuki Alice,https://play-lh.googleusercontent.com/a-/ALV-UjVV-Fps0N6OVXnTZxvyBrCW2YmSV_dpvYMwhXVUoS3dD9F9W0s,Saya mengalami beberapa masalah dari beberapa bulan yg lalu.. Salah satunya baru saja terjadi (sore hari kemarin). Saya memesan makan & ongkir 12K tapi ketikan makan nanya sudah sampai ongkir malah naik jadi 17.5K (kejadian harga ongkir naik otomatis tiba-tiba dari dalam aplikasinya) sudah sering saya alami dalam beberapa minggu terakhir ini. Tolong Bug/Error tersebut segera diperbaiki..,2,23,4.93.1,2024-09-09 08:33:13,"Hai Kak Shirayuki, mohon maaf atas kendalanya. Pastikan kamu sudah menggunakan aplikasi Gojek versi terbaru, ya. Jika masih berkendala, silakan laporkan melalui halaman Bantuan > ketik ""Kendala tampilan dan notifikasi"" di kolom pencarian > pilih artikel dan lengkapi formulirnya. Kami siap membantu. ^Miko",2024-09-09 09:06:01,4.93.1,most_relevant,com.gojek.app
13266633-a10d-435a-84a1-dfc46db7e2b6,Baru Lagi,https://play-lh.googleusercontent.com/a/ACg8ocLu4a3GJsbVaWnMxHrfvMkv5BTxNPT3qpjAcyclOjnGRGlJ9Q=mo,"Makin lama makin songong. Kalo gak minat nyari duit, wes gak minat narik penumpang ngapain dinyalain. Mending lu gulung tikar aja. Dah gitu pada gak bisa baca map, apa map penumpang dan driver beda penampakan? Udah jelas sesuai titik, selalu aja melenceng, dikasih keterangan pun gak pernah dibaca",1,3,4.93.1,2024-09-17 12:09:15,,,4.93.1,most_relevant,com.gojek.app
5045be59-6766-42a2-a513-0c569ccc89f9,Lana triana,https://play-lh.googleusercontent.com/a/ACg8ocJHgYO1LIg3ElEN72Nz9l8jX-2UDQ_Fm7M3AwA6XA66Sj5nVg=mo,"Saya sudah uninstal aplikasi gojek, karena : 1. Customer service/call center nya sama sekali tidak berfungsi, sama sekali tidak bisa dihubungi, tidak bisa komunikasi langsung, useless. Benar2 menggambarkan bahwa gojek tidak lagi punya empati terhadap customernya. 2. Utk gocar, kalau driver menelpon, getarannya terlalu kencang, sangat mengganggu. 3. Driver semakin arogan akibat kedua hal di atas.",1,76,4.93.1,2024-08-25 13:35:11,"Hai Kak Lana, mohon maaf atas ketidaknyamanannya. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Ve",2024-08-25 14:34:44,4.93.1,most_relevant,com.gojek.app
5bb33d9a-4aba-44ca-ae94-a3d925333534,Charlotta,https://play-lh.googleusercontent.com/a-/ALV-UjU6Z7JQJYsmHNazcmVC0jxhyuxujnEGt99zc63HuuwqlpyypXxqqw,"sekarang gojek app cuma bagus untuk gofood nya aja , kalau utk penumpang beberapa kali di cancel di ganti driver, utk gocar pernah kesulitan dapat mobil, ini mungkin karena terlalu banyak promo jadi kalau dpt tarif diskon driver suka pada gak mau ambil penumpang.. ini berdasar pengalaman pribadi. barusan juga order go ride tp lihat di map driver nya gak jalan. jadi sy yang cancel",2,36,4.92.1,2024-08-20 10:35:56,"Mohon maaf atas kendalanya, Kak Charlotta. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Oca",2024-08-20 13:00:16,4.92.1,most_relevant,com.gojek.app
36ce5637-79e2-4a5a-ad87-239ff6ea9f39,elsyavina DS,https://play-lh.googleusercontent.com/a-/ALV-UjW4VEMKwqk4gD8ACpUMbrjhfW3rfF1PjFUaJXeA4o1X7dPZMIDjYw,"Ada fitur baru dimana driver bisa ambil lebih dr 1 orderan. Jadi kalo kita pesen bakal double dgn pembeli lain. Jadi drop sana sini. Waktu antar lebih lama. Udah biayanya +++ bukan makin satset malah makin lemot. Resto ga antri + ga jauh juga minimal waktu tunggunya 40-60 menit. Mana dapetin vouchernya juga susah mampuss! Cuma payment pake bank/paylater biar dapet voucher diskon/ongkir. Buset, orang mau makan aja dipaksa ngutang. ngeRIBAnget. Bikin kapok!!",1,64,4.91.1,2024-08-12 16:54:48,,,4.91.1,most_relevant,com.gojek.app
